DATE,Risk_Free_Rate
2003-02-03,4.603174603174603e-05
2003-02-04,4.682539682539682e-05
2003-02-05,4.682539682539682e-05
2003-02-06,4.642857142857142e-05
2003-02-07,4.642857142857142e-05
2003-02-10,4.642857142857142e-05
2003-02-11,4.722222222222222e-05
2003-02-12,4.682539682539682e-05
2003-02-13,4.682539682539682e-05
2003-02-14,4.722222222222222e-05
2003-02-17,4.722222222222222e-05
2003-02-18,4.722222222222222e-05
2003-02-19,4.722222222222222e-05
2003-02-20,4.722222222222222e-05
2003-02-21,4.761904761904762e-05
2003-02-24,4.801587301587301e-05
2003-02-25,4.96031746031746e-05
2003-02-26,5e-05
2003-02-27,4.9206349206349204e-05
2003-02-28,4.801587301587301e-05
2003-03-03,4.761904761904762e-05
2003-03-04,4.880952380952381e-05
2003-03-05,4.801587301587301e-05
2003-03-06,4.761904761904762e-05
2003-03-07,4.603174603174603e-05
2003-03-10,4.484126984126984e-05
2003-03-11,4.563492063492063e-05
2003-03-12,4.563492063492063e-05
2003-03-13,4.563492063492063e-05
2003-03-14,4.523809523809523e-05
2003-03-17,4.603174603174603e-05
2003-03-18,4.722222222222222e-05
2003-03-19,4.722222222222222e-05
2003-03-20,4.722222222222222e-05
2003-03-21,4.682539682539682e-05
2003-03-24,4.682539682539682e-05
2003-03-25,4.801587301587301e-05
2003-03-26,4.722222222222222e-05
2003-03-27,4.682539682539682e-05
2003-03-28,4.563492063492063e-05
2003-03-31,4.603174603174603e-05
2003-04-01,4.642857142857142e-05
2003-04-02,4.642857142857142e-05
2003-04-03,4.642857142857142e-05
2003-04-04,4.642857142857142e-05
2003-04-07,4.722222222222222e-05
2003-04-08,4.722222222222222e-05
2003-04-09,4.642857142857142e-05
2003-04-10,4.682539682539682e-05
2003-04-11,4.682539682539682e-05
2003-04-14,4.722222222222222e-05
2003-04-15,4.642857142857142e-05
2003-04-16,4.563492063492063e-05
2003-04-17,4.523809523809523e-05
2003-04-18,4.523809523809523e-05
2003-04-21,4.523809523809523e-05
2003-04-22,4.523809523809523e-05
2003-04-23,4.523809523809523e-05
2003-04-24,4.484126984126984e-05
2003-04-25,4.484126984126984e-05
2003-04-28,4.484126984126984e-05
2003-04-29,4.523809523809523e-05
2003-04-30,4.484126984126984e-05
2003-05-01,4.3253968253968256e-05
2003-05-02,4.2460317460317464e-05
2003-05-05,4.2857142857142856e-05
2003-05-06,4.3253968253968256e-05
2003-05-07,4.2857142857142856e-05
2003-05-08,4.2063492063492065e-05
2003-05-09,4.2460317460317464e-05
2003-05-12,4.2460317460317464e-05
2003-05-13,4.047619047619048e-05
2003-05-14,3.76984126984127e-05
2003-05-15,3.888888888888889e-05
2003-05-16,3.888888888888889e-05
2003-05-19,4.0079365079365075e-05
2003-05-20,4.047619047619048e-05
2003-05-21,4.523809523809523e-05
2003-05-22,4.484126984126984e-05
2003-05-23,4.523809523809523e-05
2003-05-26,4.523809523809523e-05
2003-05-27,4.563492063492063e-05
2003-05-28,4.801587301587301e-05
2003-05-29,4.682539682539682e-05
2003-05-30,4.603174603174603e-05
2003-06-02,4.642857142857142e-05
2003-06-03,4.642857142857142e-05
2003-06-04,4.563492063492063e-05
2003-06-05,4.444444444444445e-05
2003-06-06,4.523809523809523e-05
2003-06-09,4.523809523809523e-05
2003-06-10,4.3650793650793655e-05
2003-06-11,4.2460317460317464e-05
2003-06-12,4.047619047619048e-05
2003-06-13,3.650793650793651e-05
2003-06-16,3.690476190476191e-05
2003-06-17,3.690476190476191e-05
2003-06-18,3.571428571428572e-05
2003-06-19,3.2936507936507936e-05
2003-06-20,3.214285714285715e-05
2003-06-23,3.2936507936507936e-05
2003-06-24,3.2539682539682536e-05
2003-06-25,3.650793650793651e-05
2003-06-26,3.412698412698413e-05
2003-06-27,3.1746031746031745e-05
2003-06-30,3.214285714285715e-05
2003-07-01,3.531746031746032e-05
2003-07-02,3.452380952380952e-05
2003-07-03,3.452380952380952e-05
2003-07-04,3.452380952380952e-05
2003-07-07,3.571428571428572e-05
2003-07-08,3.650793650793651e-05
2003-07-09,3.571428571428572e-05
2003-07-10,3.531746031746032e-05
2003-07-11,3.531746031746032e-05
2003-07-14,3.4920634920634925e-05
2003-07-15,3.4920634920634925e-05
2003-07-16,3.3730158730158734e-05
2003-07-17,3.333333333333333e-05
2003-07-18,3.333333333333333e-05
2003-07-21,3.412698412698413e-05
2003-07-22,3.531746031746032e-05
2003-07-23,3.571428571428572e-05
2003-07-24,3.6111111111111116e-05
2003-07-25,3.650793650793651e-05
2003-07-28,3.849206349206349e-05
2003-07-29,3.928571428571428e-05
2003-07-30,3.7301587301587294e-05
2003-07-31,3.6111111111111116e-05
2003-08-01,3.6111111111111116e-05
2003-08-04,3.6111111111111116e-05
2003-08-05,3.690476190476191e-05
2003-08-06,3.650793650793651e-05
2003-08-07,3.6111111111111116e-05
2003-08-08,3.6111111111111116e-05
2003-08-11,3.650793650793651e-05
2003-08-12,3.690476190476191e-05
2003-08-13,3.76984126984127e-05
2003-08-14,3.809523809523809e-05
2003-08-15,3.650793650793651e-05
2003-08-18,3.849206349206349e-05
2003-08-19,3.809523809523809e-05
2003-08-20,3.7301587301587294e-05
2003-08-21,3.76984126984127e-05
2003-08-22,3.809523809523809e-05
2003-08-25,3.849206349206349e-05
2003-08-26,4.0079365079365075e-05
2003-08-27,3.968253968253968e-05
2003-08-28,3.928571428571428e-05
2003-08-29,3.888888888888889e-05
2003-09-01,3.888888888888889e-05
2003-09-02,3.888888888888889e-05
2003-09-03,3.888888888888889e-05
2003-09-04,3.809523809523809e-05
2003-09-05,3.76984126984127e-05
2003-09-08,3.76984126984127e-05
2003-09-09,3.76984126984127e-05
2003-09-10,3.7301587301587294e-05
2003-09-11,3.690476190476191e-05
2003-09-12,3.6111111111111116e-05
2003-09-15,3.6111111111111116e-05
2003-09-16,3.6111111111111116e-05
2003-09-17,3.571428571428572e-05
2003-09-18,3.531746031746032e-05
2003-09-19,3.4920634920634925e-05
2003-09-22,3.4920634920634925e-05
2003-09-23,3.531746031746032e-05
2003-09-24,3.531746031746032e-05
2003-09-25,3.4920634920634925e-05
2003-09-26,3.452380952380952e-05
2003-09-29,3.452380952380952e-05
2003-09-30,3.452380952380952e-05
2003-10-01,3.4920634920634925e-05
2003-10-02,3.412698412698413e-05
2003-10-03,3.452380952380952e-05
2003-10-06,3.452380952380952e-05
2003-10-07,3.3730158730158734e-05
2003-10-08,3.4920634920634925e-05
2003-10-09,3.571428571428572e-05
2003-10-10,3.531746031746032e-05
2003-10-13,3.531746031746032e-05
2003-10-14,3.531746031746032e-05
2003-10-15,3.571428571428572e-05
2003-10-16,3.571428571428572e-05
2003-10-17,3.571428571428572e-05
2003-10-20,3.571428571428572e-05
2003-10-21,3.650793650793651e-05
2003-10-22,3.650793650793651e-05
2003-10-23,3.650793650793651e-05
2003-10-24,3.650793650793651e-05
2003-10-27,3.76984126984127e-05
2003-10-28,3.888888888888889e-05
2003-10-29,3.888888888888889e-05
2003-10-30,3.849206349206349e-05
2003-10-31,3.809523809523809e-05
2003-11-03,3.849206349206349e-05
2003-11-04,3.849206349206349e-05
2003-11-05,3.809523809523809e-05
2003-11-06,3.76984126984127e-05
2003-11-07,3.76984126984127e-05
2003-11-10,3.650793650793651e-05
2003-11-11,3.650793650793651e-05
2003-11-12,3.650793650793651e-05
2003-11-13,3.6111111111111116e-05
2003-11-14,3.650793650793651e-05
2003-11-17,3.690476190476191e-05
2003-11-18,3.76984126984127e-05
2003-11-19,3.7301587301587294e-05
2003-11-20,3.690476190476191e-05
2003-11-21,3.690476190476191e-05
2003-11-24,3.7301587301587294e-05
2003-11-25,3.849206349206349e-05
2003-11-26,3.849206349206349e-05
2003-11-27,3.849206349206349e-05
2003-11-28,3.809523809523809e-05
2003-12-01,3.809523809523809e-05
2003-12-02,3.809523809523809e-05
2003-12-03,3.809523809523809e-05
2003-12-04,3.7301587301587294e-05
2003-12-05,3.690476190476191e-05
2003-12-08,3.7301587301587294e-05
2003-12-09,3.690476190476191e-05
2003-12-10,3.650793650793651e-05
2003-12-11,3.452380952380952e-05
2003-12-12,3.4920634920634925e-05
2003-12-15,3.452380952380952e-05
2003-12-16,3.4920634920634925e-05
2003-12-17,3.3730158730158734e-05
2003-12-18,3.412698412698413e-05
2003-12-19,3.452380952380952e-05
2003-12-22,3.4920634920634925e-05
2003-12-23,3.531746031746032e-05
2003-12-24,3.452380952380952e-05
2003-12-25,3.452380952380952e-05
2003-12-26,3.0158730158730158e-05
2003-12-29,3.134920634920635e-05
2003-12-30,3.4920634920634925e-05
2003-12-31,3.571428571428572e-05
2004-01-01,3.571428571428572e-05
2004-01-02,3.4920634920634925e-05
2004-01-05,3.4920634920634925e-05
2004-01-06,3.4920634920634925e-05
2004-01-07,3.4920634920634925e-05
2004-01-08,3.452380952380952e-05
2004-01-09,3.452380952380952e-05
2004-01-12,3.4920634920634925e-05
2004-01-13,3.412698412698413e-05
2004-01-14,3.3730158730158734e-05
2004-01-15,3.2539682539682536e-05
2004-01-16,3.1746031746031745e-05
2004-01-19,3.1746031746031745e-05
2004-01-20,3.1746031746031745e-05
2004-01-21,3.2539682539682536e-05
2004-01-22,2.9365079365079366e-05
2004-01-23,3.134920634920635e-05
2004-01-26,3.2539682539682536e-05
2004-01-27,3.531746031746032e-05
2004-01-28,3.531746031746032e-05
2004-01-29,3.452380952380952e-05
2004-01-30,3.3730158730158734e-05
2004-02-02,3.452380952380952e-05
2004-02-03,3.690476190476191e-05
2004-02-04,3.6111111111111116e-05
2004-02-05,3.531746031746032e-05
2004-02-06,3.531746031746032e-05
2004-02-09,3.531746031746032e-05
2004-02-10,3.6111111111111116e-05
2004-02-11,3.531746031746032e-05
2004-02-12,3.571428571428572e-05
2004-02-13,3.571428571428572e-05
2004-02-16,3.571428571428572e-05
2004-02-17,3.571428571428572e-05
2004-02-18,3.690476190476191e-05
2004-02-19,3.690476190476191e-05
2004-02-20,3.690476190476191e-05
2004-02-23,3.76984126984127e-05
2004-02-24,3.849206349206349e-05
2004-02-25,3.809523809523809e-05
2004-02-26,3.849206349206349e-05
2004-02-27,3.76984126984127e-05
2004-03-01,3.849206349206349e-05
2004-03-02,3.888888888888889e-05
2004-03-03,3.849206349206349e-05
2004-03-04,3.849206349206349e-05
2004-03-05,3.76984126984127e-05
2004-03-08,3.76984126984127e-05
2004-03-09,3.888888888888889e-05
2004-03-10,3.849206349206349e-05
2004-03-11,3.809523809523809e-05
2004-03-12,3.809523809523809e-05
2004-03-15,3.7301587301587294e-05
2004-03-16,3.849206349206349e-05
2004-03-17,3.7301587301587294e-05
2004-03-18,3.690476190476191e-05
2004-03-19,3.690476190476191e-05
2004-03-22,3.7301587301587294e-05
2004-03-23,3.809523809523809e-05
2004-03-24,3.76984126984127e-05
2004-03-25,3.76984126984127e-05
2004-03-26,3.7301587301587294e-05
2004-03-29,3.76984126984127e-05
2004-03-30,3.849206349206349e-05
2004-03-31,3.809523809523809e-05
2004-04-01,3.76984126984127e-05
2004-04-02,3.690476190476191e-05
2004-04-05,3.7301587301587294e-05
2004-04-06,3.7301587301587294e-05
2004-04-07,3.7301587301587294e-05
2004-04-08,3.690476190476191e-05
2004-04-09,3.690476190476191e-05
2004-04-12,3.650793650793651e-05
2004-04-13,3.6111111111111116e-05
2004-04-14,3.650793650793651e-05
2004-04-15,3.650793650793651e-05
2004-04-16,3.6111111111111116e-05
2004-04-19,3.650793650793651e-05
2004-04-20,3.690476190476191e-05
2004-04-21,3.690476190476191e-05
2004-04-22,3.214285714285715e-05
2004-04-23,3.452380952380952e-05
2004-04-26,3.4920634920634925e-05
2004-04-27,3.6111111111111116e-05
2004-04-28,3.452380952380952e-05
2004-04-29,3.3730158730158734e-05
2004-04-30,3.2936507936507936e-05
2004-05-03,3.2936507936507936e-05
2004-05-04,3.690476190476191e-05
2004-05-05,3.571428571428572e-05
2004-05-06,3.531746031746032e-05
2004-05-07,3.571428571428572e-05
2004-05-10,3.531746031746032e-05
2004-05-11,3.6111111111111116e-05
2004-05-12,3.571428571428572e-05
2004-05-13,3.4920634920634925e-05
2004-05-14,3.452380952380952e-05
2004-05-17,3.571428571428572e-05
2004-05-18,3.6111111111111116e-05
2004-05-19,3.6111111111111116e-05
2004-05-20,3.571428571428572e-05
2004-05-21,3.6111111111111116e-05
2004-05-24,3.650793650793651e-05
2004-05-25,3.76984126984127e-05
2004-05-26,3.7301587301587294e-05
2004-05-27,3.7301587301587294e-05
2004-05-28,3.7301587301587294e-05
2004-05-31,3.7301587301587294e-05
2004-06-01,3.849206349206349e-05
2004-06-02,3.849206349206349e-05
2004-06-03,3.809523809523809e-05
2004-06-04,3.809523809523809e-05
2004-06-07,3.849206349206349e-05
2004-06-08,4.0873015873015874e-05
2004-06-09,4.0873015873015874e-05
2004-06-10,4.047619047619048e-05
2004-06-11,4.047619047619048e-05
2004-06-14,4.2460317460317464e-05
2004-06-15,4.3253968253968256e-05
2004-06-16,4.166666666666667e-05
2004-06-17,4.047619047619048e-05
2004-06-18,4.0873015873015874e-05
2004-06-21,4.1269841269841266e-05
2004-06-22,4.2857142857142856e-05
2004-06-23,4.2857142857142856e-05
2004-06-24,4.3650793650793655e-05
2004-06-25,4.3650793650793655e-05
2004-06-28,4.444444444444445e-05
2004-06-29,4.722222222222222e-05
2004-06-30,4.642857142857142e-05
2004-07-01,4.0079365079365075e-05
2004-07-02,4.2460317460317464e-05
2004-07-05,4.2460317460317464e-05
2004-07-06,4.404761904761905e-05
2004-07-07,4.603174603174603e-05
2004-07-08,4.523809523809523e-05
2004-07-09,4.523809523809523e-05
2004-07-12,4.603174603174603e-05
2004-07-13,4.722222222222222e-05
2004-07-14,4.642857142857142e-05
2004-07-15,4.563492063492063e-05
2004-07-16,4.563492063492063e-05
2004-07-19,4.603174603174603e-05
2004-07-20,4.841269841269841e-05
2004-07-21,4.801587301587301e-05
2004-07-22,4.801587301587301e-05
2004-07-23,4.880952380952381e-05
2004-07-26,5.1190476190476193e-05
2004-07-27,5.3571428571428575e-05
2004-07-28,5.238095238095238e-05
2004-07-29,5.1190476190476193e-05
2004-07-30,5.0396825396825395e-05
2004-08-02,5.0793650793650794e-05
2004-08-03,5.436507936507937e-05
2004-08-04,5.3174603174603176e-05
2004-08-05,5.3174603174603176e-05
2004-08-06,5.3968253968253975e-05
2004-08-09,5.555555555555555e-05
2004-08-10,5.634920634920634e-05
2004-08-11,5.555555555555555e-05
2004-08-12,5.1984126984126985e-05
2004-08-13,5.238095238095238e-05
2004-08-16,5.3968253968253975e-05
2004-08-17,5.476190476190476e-05
2004-08-18,5.436507936507937e-05
2004-08-19,5.3571428571428575e-05
2004-08-20,5.3174603174603176e-05
2004-08-23,5.2777777777777784e-05
2004-08-24,5.515873015873015e-05
2004-08-25,5.476190476190476e-05
2004-08-26,5.555555555555555e-05
2004-08-27,5.674603174603175e-05
2004-08-30,5.7539682539682534e-05
2004-08-31,5.7539682539682534e-05
2004-09-01,5.674603174603175e-05
2004-09-02,5.793650793650794e-05
2004-09-03,5.9126984126984124e-05
2004-09-06,5.9126984126984124e-05
2004-09-07,6.071428571428572e-05
2004-09-08,6.230158730158731e-05
2004-09-09,6.230158730158731e-05
2004-09-10,6.349206349206349e-05
2004-09-13,6.30952380952381e-05
2004-09-14,6.230158730158731e-05
2004-09-15,6.19047619047619e-05
2004-09-16,6.150793650793651e-05
2004-09-17,6.26984126984127e-05
2004-09-20,6.349206349206349e-05
2004-09-21,6.42857142857143e-05
2004-09-22,6.071428571428572e-05
2004-09-23,6.071428571428572e-05
2004-09-24,6.071428571428572e-05
2004-09-27,6.30952380952381e-05
2004-09-28,6.42857142857143e-05
2004-09-29,6.0317460317460316e-05
2004-09-30,5.833333333333333e-05
2004-10-01,6.0317460317460316e-05
2004-10-04,6.111111111111111e-05
2004-10-05,6.230158730158731e-05
2004-10-06,6.19047619047619e-05
2004-10-07,6.19047619047619e-05
2004-10-08,6.19047619047619e-05
2004-10-11,6.19047619047619e-05
2004-10-12,6.30952380952381e-05
2004-10-13,6.30952380952381e-05
2004-10-14,6.349206349206349e-05
2004-10-15,6.30952380952381e-05
2004-10-18,6.388888888888888e-05
2004-10-19,6.468253968253968e-05
2004-10-20,6.42857142857143e-05
2004-10-21,6.507936507936507e-05
2004-10-22,6.547619047619048e-05
2004-10-25,6.865079365079365e-05
2004-10-26,7.222222222222223e-05
2004-10-27,7.063492063492064e-05
2004-10-28,6.785714285714286e-05
2004-10-29,6.865079365079365e-05
2004-11-01,7.103174603174603e-05
2004-11-02,7.380952380952382e-05
2004-11-03,7.261904761904762e-05
2004-11-04,7.341269841269842e-05
2004-11-05,7.380952380952382e-05
2004-11-08,7.460317460317459e-05
2004-11-09,7.500000000000001e-05
2004-11-10,7.460317460317459e-05
2004-11-11,7.460317460317459e-05
2004-11-12,7.579365079365079e-05
2004-11-15,7.619047619047618e-05
2004-11-16,7.658730158730158e-05
2004-11-17,7.53968253968254e-05
2004-11-18,7.579365079365079e-05
2004-11-19,7.857142857142857e-05
2004-11-22,7.857142857142857e-05
2004-11-23,7.896825396825397e-05
2004-11-24,7.857142857142857e-05
2004-11-25,7.857142857142857e-05
2004-11-26,7.976190476190474e-05
2004-11-29,8.015873015873015e-05
2004-11-30,8.214285714285714e-05
2004-12-01,8.174603174603175e-05
2004-12-02,8.174603174603175e-05
2004-12-03,8.174603174603175e-05
2004-12-06,8.293650793650792e-05
2004-12-07,8.253968253968253e-05
2004-12-08,8.253968253968253e-05
2004-12-09,8.214285714285714e-05
2004-12-10,8.214285714285714e-05
2004-12-13,8.095238095238096e-05
